Target,gene
SNRNP200,POLR2D
SF3A1,POLR2D
HNRNPA1,POLR2D
HNRNPK,POLR2D
NCBP2,POLR2D
SRSF7,POLR2D
POLR2A,POLR2D
POLR2H,POLR2D
HNRNPM,POLR2D
SF3A2,POLR2D
SNRPB2,POLR2D
DDX23,POLR2D
SUPT5H,POLR2D
GTF2F2,POLR2D
POLR2F,POLR2D
HNRNPH1,POLR2D
CCNH,POLR2D
SSRP1,POLR2D
PRPF19,POLR2D
SNRPD3,POLR2D
PRPF4,POLR2D
TAF7,POLR2D
POLR2J,POLR2D
POLR2I,POLR2D
PCBP1,POLR2D
SNU13,POLR2D
SUPT16H,POLR2D
SRSF11,POLR2D
SF3A3,POLR2D
SNRPF,POLR2D
TAF4,POLR2D
POLR2G,POLR2D
HNRNPH2,POLR2D
GTF2H2,POLR2D
HNRNPA0,POLR2D
GTF2H3,POLR2D
TAF6,POLR2D
SNRPD2,POLR2D
RNGTT,POLR2D
SRRM1,POLR2D
CPSF3,POLR2D
PRPF6,POLR2D
SNRNP70,POLR2D
AK6,POLR2D
ALYREF,POLR2D
GTF2B,POLR2D
ERCC3,POLR2D
HNRNPL,POLR2D
CPSF1,POLR2D
ENSG00000111987,POLR2D
SNRPA1,POLR2D
GTF2H1,POLR2D
HNRNPC,POLR2D
PAPOLA,POLR2D
SF3B1,POLR2D
TAF5,POLR2D
NFX1,POLR2D
POLR2J3,POLR2D
EFTUD2,POLR2D
CDC40,POLR2D
TAF1,POLR2D
GTF2H4,POLR2D
ENSG00000215476,POLR2D
CSTF2,POLR2D
HNRNPR,AAR2
YJU2,AAR2
PRPF40A,AAR2
XAB2,AAR2
CWC22,AAR2
SNRNP200,AAR2
SF3A1,AAR2
NCBP2,AAR2
SF3A2,AAR2
DDX23,AAR2
PRPF31,AAR2
LSM6,AAR2
PRPF19,AAR2
SNRPD3,AAR2
PRPF4,AAR2
LUC7L,AAR2
SF3A3,AAR2
SNRPF,AAR2
LSM5,AAR2
SNRPD2,AAR2
PRPF6,AAR2
SNRNP70,AAR2
PLRG1,AAR2
TIA1,AAR2
ENSG00000111987,AAR2
SNRPA1,AAR2
INCENP,AAR2
PRPF3,AAR2
SF3B1,AAR2
PRPF18,AAR2
LSM7,AAR2
DDX46,AAR2
CDC40,AAR2
HNRNPR,SNRPB
POLR2B,SNRPB
POLR2C,SNRPB
SRSF5,SNRPB
SRSF4,SNRPB
HNRNPU,SNRPB
HNRNPF,SNRPB
SNRNP200,SNRPB
SF3A1,SNRPB
HNRNPA1,SNRPB
HNRNPK,SNRPB
NCBP2,SNRPB
SRSF7,SNRPB
POLR2A,SNRPB
POLR2H,SNRPB
HNRNPM,SNRPB
SF3A2,SNRPB
SNRPB2,SNRPB
DDX23,SNRPB
GTF2F2,SNRPB
POLR2F,SNRPB
HNRNPH1,SNRPB
SNRPD3,SNRPB
PRPF4,SNRPB
POLR2J,SNRPB
POLR2I,SNRPB
PCBP1,SNRPB
SNU13,SNRPB
SRSF11,SNRPB
SF3A3,SNRPB
SNRPF,SNRPB
POLR2G,SNRPB
HNRNPH2,SNRPB
HNRNPA0,SNRPB
SNRPD2,SNRPB
SRRM1,SNRPB
CPSF3,SNRPB
PRPF6,SNRPB
SNRNP70,SNRPB
HTATSF1,SNRPB
ALYREF,SNRPB
HNRNPL,SNRPB
CPSF1,SNRPB
ENSG00000111987,SNRPB
SNRPA1,SNRPB
HNRNPC,SNRPB
PAPOLA,SNRPB
SF3B1,SNRPB
NFX1,SNRPB
EFTUD2,SNRPB
CDC40,SNRPB
CSTF2,SNRPB
POLR2D,SNRPB
HNRNPR,SF3B2
POLR2B,SF3B2
POLR2C,SF3B2
YJU2,SF3B2
PRPF40A,SF3B2
SRSF5,SF3B2
SRSF4,SF3B2
HNRNPU,SF3B2
XAB2,SF3B2
CWC22,SF3B2
HNRNPF,SF3B2
SNRNP200,SF3B2
SF3A1,SF3B2
HNRNPA1,SF3B2
HNRNPK,SF3B2
NCBP2,SF3B2
SRSF7,SF3B2
POLR2A,SF3B2
POLR2H,SF3B2
HNRNPM,SF3B2
SF3A2,SF3B2
SNRPB2,SF3B2
DDX23,SF3B2
GTF2F2,SF3B2
POLR2F,SF3B2
HNRNPH1,SF3B2
PRPF31,SF3B2
LSM6,SF3B2
PRPF19,SF3B2
SNRPD3,SF3B2
PRPF4,SF3B2
LUC7L,SF3B2
POLR2J,SF3B2
POLR2I,SF3B2
PCBP1,SF3B2
SNU13,SF3B2
SRSF11,SF3B2
SF3A3,SF3B2
SNRPF,SF3B2
POLR2G,SF3B2
HNRNPH2,SF3B2
LSM5,SF3B2
HNRNPA0,SF3B2
SNRPD2,SF3B2
SRRM1,SF3B2
CPSF3,SF3B2
PRPF6,SF3B2
SNRNP70,SF3B2
HTATSF1,SF3B2
PLRG1,SF3B2
ALYREF,SF3B2
TIA1,SF3B2
HNRNPL,SF3B2
CPSF1,SF3B2
ENSG00000111987,SF3B2
SNRPA1,SF3B2
HNRNPC,SF3B2
INCENP,SF3B2
PAPOLA,SF3B2
PRPF3,SF3B2
SF3B1,SF3B2
LSM3,SF3B2
PRPF18,SF3B2
NFX1,SF3B2
EFTUD2,SF3B2
LSM7,SF3B2
DDX46,SF3B2
CDC40,SF3B2
CSTF2,SF3B2
POLR2D,SF3B2
AAR2,SF3B2
SNRPB,SF3B2
TAF12,BPTF
ENSG00000215719,BPTF
ING2,BPTF
TAF7,BPTF
TAF9B,BPTF
TAF4,BPTF
TAF6,BPTF
AK6,BPTF
TAF5,BPTF
TAF1,BPTF
TAF12,SF3B3
HNRNPR,SF3B3
POLR2B,SF3B3
POLR2C,SF3B3
YJU2,SF3B3
PRPF40A,SF3B3
SRSF5,SF3B3
SRSF4,SF3B3
HNRNPU,SF3B3
XAB2,SF3B3
CWC22,SF3B3
HNRNPF,SF3B3
SNRNP200,SF3B3
SF3A1,SF3B3
HNRNPA1,SF3B3
HNRNPK,SF3B3
NCBP2,SF3B3
SRSF7,SF3B3
POLR2A,SF3B3
POLR2H,SF3B3
HNRNPM,SF3B3
SF3A2,SF3B3
SNRPB2,SF3B3
DDX23,SF3B3
GTF2F2,SF3B3
POLR2F,SF3B3
HNRNPH1,SF3B3
CCNH,SF3B3
PRPF31,SF3B3
LSM6,SF3B3
PRPF19,SF3B3
SNRPD3,SF3B3
PRPF4,SF3B3
LUC7L,SF3B3
POLR2J,SF3B3
POLR2I,SF3B3
PCBP1,SF3B3
SNU13,SF3B3
SRSF11,SF3B3
SF3A3,SF3B3
SNRPF,SF3B3
TAF4,SF3B3
POLR2G,SF3B3
HNRNPH2,SF3B3
LSM5,SF3B3
HNRNPA0,SF3B3
TAF6,SF3B3
SNRPD2,SF3B3
SRRM1,SF3B3
CPSF3,SF3B3
PRPF6,SF3B3
SNRNP70,SF3B3
HTATSF1,SF3B3
AK6,SF3B3
PLRG1,SF3B3
ALYREF,SF3B3
TIA1,SF3B3
HNRNPL,SF3B3
CPSF1,SF3B3
ENSG00000111987,SF3B3
SNRPA1,SF3B3
HNRNPC,SF3B3
INCENP,SF3B3
PAPOLA,SF3B3
PRPF3,SF3B3
SF3B1,SF3B3
LSM3,SF3B3
TAF5,SF3B3
PRPF18,SF3B3
NFX1,SF3B3
EFTUD2,SF3B3
LSM7,SF3B3
CDC40,SF3B3
CSTF2,SF3B3
POLR2D,SF3B3
AAR2,SF3B3
SNRPB,SF3B3
SF3B2,SF3B3
HNRNPR,DHX9
POLR2B,DHX9
POLR2C,DHX9
SRSF5,DHX9
SRSF4,DHX9
HNRNPU,DHX9
HNRNPF,DHX9
SNRNP200,DHX9
SF3A1,DHX9
HNRNPA1,DHX9
HNRNPK,DHX9
NCBP2,DHX9
SRSF7,DHX9
POLR2A,DHX9
POLR2H,DHX9
HNRNPM,DHX9
SF3A2,DHX9
SNRPB2,DHX9
DDX23,DHX9
GTF2F2,DHX9
POLR2F,DHX9
HNRNPH1,DHX9
SSRP1,DHX9
SNRPD3,DHX9
PRPF4,DHX9
ELAVL1,DHX9
POLR2J,DHX9
POLR2I,DHX9
PCBP1,DHX9
SNU13,DHX9
SRSF11,DHX9
SF3A3,DHX9
SNRPF,DHX9
POLR2G,DHX9
HNRNPH2,DHX9
HNRNPA0,DHX9
SNRPD2,DHX9
SRRM1,DHX9
CPSF3,DHX9
PRPF6,DHX9
SNRNP70,DHX9
HTATSF1,DHX9
ALYREF,DHX9
GTF2B,DHX9
HNRNPL,DHX9
CPSF1,DHX9
ENSG00000111987,DHX9
SNRPA1,DHX9
HNRNPC,DHX9
PAPOLA,DHX9
SF3B1,DHX9
NFX1,DHX9
EFTUD2,DHX9
DDX46,DHX9
CDC40,DHX9
CSTF2,DHX9
POLR2D,DHX9
SNRPB,DHX9
SF3B2,DHX9
SF3B3,DHX9
HNRNPR,CSTF1
POLR2B,CSTF1
POLR2C,CSTF1
SRSF5,CSTF1
SRSF4,CSTF1
HNRNPU,CSTF1
HNRNPF,CSTF1
SNRNP200,CSTF1
SF3A1,CSTF1
HNRNPA1,CSTF1
HNRNPK,CSTF1
NCBP2,CSTF1
SRSF7,CSTF1
POLR2A,CSTF1
POLR2H,CSTF1
HNRNPM,CSTF1
SF3A2,CSTF1
SNRPB2,CSTF1
DDX23,CSTF1
GTF2F2,CSTF1
POLR2F,CSTF1
HNRNPH1,CSTF1
SNRPD3,CSTF1
PRPF4,CSTF1
POLR2J,CSTF1
POLR2I,CSTF1
PCBP1,CSTF1
SNU13,CSTF1
SRSF11,CSTF1
SF3A3,CSTF1
SNRPF,CSTF1
POLR2G,CSTF1
HNRNPH2,CSTF1
HNRNPA0,CSTF1
SNRPD2,CSTF1
SRRM1,CSTF1
CPSF3,CSTF1
PRPF6,CSTF1
SNRNP70,CSTF1
ALYREF,CSTF1
HNRNPL,CSTF1
CPSF1,CSTF1
ENSG00000111987,CSTF1
SNRPA1,CSTF1
HNRNPC,CSTF1
PAPOLA,CSTF1
SF3B1,CSTF1
NFX1,CSTF1
EFTUD2,CSTF1
CDC40,CSTF1
CSTF2,CSTF1
POLR2D,CSTF1
SNRPB,CSTF1
SF3B2,CSTF1
SF3B3,CSTF1
DHX9,CSTF1
HNRNPR,PRPF8
POLR2B,PRPF8
POLR2C,PRPF8
YJU2,PRPF8
PRPF40A,PRPF8
HNRNPU,PRPF8
XAB2,PRPF8
CWC22,PRPF8
SNRNP200,PRPF8
SF3A1,PRPF8
HNRNPA1,PRPF8
HNRNPK,PRPF8
NCBP2,PRPF8
SRSF7,PRPF8
POLR2A,PRPF8
SF3A2,PRPF8
DDX23,PRPF8
HNRNPH1,PRPF8
PRPF31,PRPF8
LSM6,PRPF8
SSRP1,PRPF8
PRPF19,PRPF8
SNRPD3,PRPF8
PRPF4,PRPF8
ELAVL1,PRPF8
LUC7L,PRPF8
SF3A3,PRPF8
SNRPF,PRPF8
LSM5,PRPF8
SNRPD2,PRPF8
SRRM1,PRPF8
PRPF6,PRPF8
SNRNP70,PRPF8
PLRG1,PRPF8
TIA1,PRPF8
HNRNPL,PRPF8
CPSF1,PRPF8
ENSG00000111987,PRPF8
SNRPA1,PRPF8
HNRNPC,PRPF8
INCENP,PRPF8
PRPF3,PRPF8
SF3B1,PRPF8
LSM3,PRPF8
PRPF18,PRPF8
EFTUD2,PRPF8
LSM7,PRPF8
DDX46,PRPF8
CDC40,PRPF8
AAR2,PRPF8
SNRPB,PRPF8
SF3B2,PRPF8
SF3B3,PRPF8
DHX9,PRPF8
HNRNPR,HNRNPA2B1
POLR2B,HNRNPA2B1
POLR2C,HNRNPA2B1
SRSF5,HNRNPA2B1
SRSF4,HNRNPA2B1
HNRNPU,HNRNPA2B1
HNRNPF,HNRNPA2B1
SNRNP200,HNRNPA2B1
SF3A1,HNRNPA2B1
HNRNPA1,HNRNPA2B1
HNRNPK,HNRNPA2B1
NCBP2,HNRNPA2B1
SRSF7,HNRNPA2B1
POLR2A,HNRNPA2B1
POLR2H,HNRNPA2B1
HNRNPM,HNRNPA2B1
SF3A2,HNRNPA2B1
SNRPB2,HNRNPA2B1
DDX23,HNRNPA2B1
GTF2F2,HNRNPA2B1
POLR2F,HNRNPA2B1
HNRNPH1,HNRNPA2B1
SSRP1,HNRNPA2B1
SNRPD3,HNRNPA2B1
PRPF4,HNRNPA2B1
ELAVL1,HNRNPA2B1
POLR2J,HNRNPA2B1
POLR2I,HNRNPA2B1
PCBP1,HNRNPA2B1
SNU13,HNRNPA2B1
SRSF11,HNRNPA2B1
SF3A3,HNRNPA2B1
SNRPF,HNRNPA2B1
POLR2G,HNRNPA2B1
HNRNPH2,HNRNPA2B1
HNRNPA0,HNRNPA2B1
SNRPD2,HNRNPA2B1
SRRM1,HNRNPA2B1
CPSF3,HNRNPA2B1
PRPF6,HNRNPA2B1
SNRNP70,HNRNPA2B1
ALYREF,HNRNPA2B1
HNRNPL,HNRNPA2B1
CPSF1,HNRNPA2B1
ENSG00000111987,HNRNPA2B1
SNRPA1,HNRNPA2B1
HNRNPC,HNRNPA2B1
PAPOLA,HNRNPA2B1
SF3B1,HNRNPA2B1
NFX1,HNRNPA2B1
EFTUD2,HNRNPA2B1
CDC40,HNRNPA2B1
CSTF2,HNRNPA2B1
POLR2D,HNRNPA2B1
SNRPB,HNRNPA2B1
SF3B2,HNRNPA2B1
SF3B3,HNRNPA2B1
DHX9,HNRNPA2B1
CSTF1,HNRNPA2B1
PRPF8,HNRNPA2B1
HNRNPR,SNRPA
POLR2B,SNRPA
POLR2C,SNRPA
YJU2,SNRPA
PRPF40A,SNRPA
SRSF5,SNRPA
SRSF4,SNRPA
HNRNPU,SNRPA
XAB2,SNRPA
CWC22,SNRPA
HNRNPF,SNRPA
SNRNP200,SNRPA
SF3A1,SNRPA
HNRNPA1,SNRPA
HNRNPK,SNRPA
NCBP2,SNRPA
SRSF7,SNRPA
POLR2A,SNRPA
POLR2H,SNRPA
HNRNPM,SNRPA
SF3A2,SNRPA
SNRPB2,SNRPA
DDX23,SNRPA
GTF2F2,SNRPA
POLR2F,SNRPA
HNRNPH1,SNRPA
PRPF31,SNRPA
LSM6,SNRPA
PRPF19,SNRPA
SNRPD3,SNRPA
PRPF4,SNRPA
LUC7L,SNRPA
POLR2J,SNRPA
POLR2I,SNRPA
PCBP1,SNRPA
SNU13,SNRPA
SRSF11,SNRPA
SF3A3,SNRPA
SNRPF,SNRPA
POLR2G,SNRPA
HNRNPH2,SNRPA
LSM5,SNRPA
HNRNPA0,SNRPA
SNRPD2,SNRPA
SRRM1,SNRPA
CPSF3,SNRPA
PRPF6,SNRPA
SNRNP70,SNRPA
HTATSF1,SNRPA
PLRG1,SNRPA
ALYREF,SNRPA
ERCC3,SNRPA
TIA1,SNRPA
HNRNPL,SNRPA
CPSF1,SNRPA
ENSG00000111987,SNRPA
SNRPA1,SNRPA
HNRNPC,SNRPA
INCENP,SNRPA
PAPOLA,SNRPA
PRPF3,SNRPA
SF3B1,SNRPA
PRPF18,SNRPA
NFX1,SNRPA
EFTUD2,SNRPA
LSM7,SNRPA
CDC40,SNRPA
CSTF2,SNRPA
POLR2D,SNRPA
AAR2,SNRPA
SNRPB,SNRPA
SF3B2,SNRPA
SF3B3,SNRPA
DHX9,SNRPA
CSTF1,SNRPA
PRPF8,SNRPA
HNRNPA2B1,SNRPA
SNRPB2,SNRPN
SNRPD3,SNRPN
SNRPF,SNRPN
SNRPD2,SNRPN
SNRNP70,SNRPN
HTATSF1,SNRPN
GTF2B,SNRPN
PRPF3,SNRPN
EFTUD2,SNRPN
SNRPB,SNRPN
SF3B3,SNRPN
DHX9,SNRPN
SNRPA,SNRPN
HNRNPR,PTBP1
POLR2B,PTBP1
POLR2C,PTBP1
SRSF5,PTBP1
SRSF4,PTBP1
HNRNPU,PTBP1
HNRNPF,PTBP1
SNRNP200,PTBP1
SF3A1,PTBP1
HNRNPA1,PTBP1
HNRNPK,PTBP1
NCBP2,PTBP1
SRSF7,PTBP1
POLR2A,PTBP1
POLR2H,PTBP1
HNRNPM,PTBP1
SF3A2,PTBP1
SNRPB2,PTBP1
DDX23,PTBP1
GTF2F2,PTBP1
POLR2F,PTBP1
HNRNPH1,PTBP1
CCNH,PTBP1
PRPF19,PTBP1
SNRPD3,PTBP1
PRPF4,PTBP1
POLR2J,PTBP1
POLR2I,PTBP1
PCBP1,PTBP1
SNU13,PTBP1
SRSF11,PTBP1
SF3A3,PTBP1
SNRPF,PTBP1
POLR2G,PTBP1
HNRNPH2,PTBP1
HNRNPA0,PTBP1
SNRPD2,PTBP1
SRRM1,PTBP1
CPSF3,PTBP1
PRPF6,PTBP1
SNRNP70,PTBP1
HTATSF1,PTBP1
ALYREF,PTBP1
HNRNPL,PTBP1
CPSF1,PTBP1
ENSG00000111987,PTBP1
SNRPA1,PTBP1
HNRNPC,PTBP1
PAPOLA,PTBP1
TTK,PTBP1
SF3B1,PTBP1
NFX1,PTBP1
EFTUD2,PTBP1
DDX46,PTBP1
CDC40,PTBP1
CSTF2,PTBP1
POLR2D,PTBP1
SNRPB,PTBP1
SF3B2,PTBP1
SF3B3,PTBP1
DHX9,PTBP1
CSTF1,PTBP1
HNRNPA2B1,PTBP1
SNRPA,PTBP1
SRSF5,SREK1
SRSF4,SREK1
HNRNPU,SREK1
SNRNP200,SREK1
HNRNPA1,SREK1
HNRNPK,SREK1
SRSF7,SREK1
HNRNPH1,SREK1
SSRP1,SREK1
ELAVL1,SREK1
SF3A3,SREK1
SAFB,SREK1
HNRNPC,SREK1
TTK,SREK1
EFTUD2,SREK1
SNRPB,SREK1
SF3B3,SREK1
HNRNPA2B1,SREK1
MNAT1,TTF1
CDK7,TTF1
POLR2H,TTF1
CCNH,TTF1
SF3A3,TTF1
GTF2H2,TTF1
GTF2H3,TTF1
ERCC3,TTF1
GTF2H1,TTF1
TAF12,TBP
POLR2B,TBP
MNAT1,TBP
POLR2C,TBP
GTF2H2C,TBP
CDK7,TBP
HNRNPK,TBP
ENSG00000215719,TBP
POLR2A,TBP
POLR2H,TBP
GTF2F2,TBP
POLR2F,TBP
CCNH,TBP
ING2,TBP
TAF7,TBP
POLR2J,TBP
POLR2I,TBP
SUPT16H,TBP
TAF9B,TBP
TAF4,TBP
POLR2G,TBP
GTF2H2,TBP
GTF2H3,TBP
TAF6,TBP
HTATSF1,TBP
AK6,TBP
GTF2B,TBP
ERCC3,TBP
GTF2H1,TBP
TAF5,TBP
POLR2J3,TBP
TAF1,TBP
GTF2H4,TBP
ENSG00000215476,TBP
POLR2D,TBP
BPTF,TBP
DHX9,TBP
POLR2B,TCEA1
MNAT1,TCEA1
POLR2C,TCEA1
XAB2,TCEA1
CDK7,TCEA1
NCBP2,TCEA1
POLR2A,TCEA1
POLR2H,TCEA1
SUPT5H,TCEA1
GTF2F2,TCEA1
POLR2F,TCEA1
CCNH,TCEA1
SSRP1,TCEA1
POLR2J,TCEA1
POLR2I,TCEA1
SUPT16H,TCEA1
POLR2G,TCEA1
GTF2H2,TCEA1
GTF2H3,TCEA1
ERCC3,TCEA1
GTF2H1,TCEA1
POLR2D,TCEA1
HNRNPU,SRPK1
HNRNPA1,SRPK1
HNRNPM,SRPK1
HNRNPH1,SRPK1
SSRP1,SRPK1
SNU13,SRPK1
SNRNP70,SRPK1
HNRNPC,SRPK1
BPTF,SRPK1
DHX9,SRPK1
PRPF8,SRPK1
TAF12,POLR2L
HNRNPR,POLR2L
POLR2B,POLR2L
MNAT1,POLR2L
POLR2C,POLR2L
SRSF5,POLR2L
SRSF4,POLR2L
HNRNPU,POLR2L
XAB2,POLR2L
HNRNPF,POLR2L
CDK7,POLR2L
SNRNP200,POLR2L
SF3A1,POLR2L
HNRNPA1,POLR2L
HNRNPK,POLR2L
NCBP2,POLR2L
SRSF7,POLR2L
POLR2A,POLR2L
POLR2H,POLR2L
HNRNPM,POLR2L
SF3A2,POLR2L
SNRPB2,POLR2L
DDX23,POLR2L
SUPT5H,POLR2L
GTF2F2,POLR2L
POLR2F,POLR2L
HNRNPH1,POLR2L
CCNH,POLR2L
SSRP1,POLR2L
PRPF19,POLR2L
SNRPD3,POLR2L
PRPF4,POLR2L
TAF7,POLR2L
POLR2J,POLR2L
POLR2I,POLR2L
PCBP1,POLR2L
SNU13,POLR2L
SUPT16H,POLR2L
SRSF11,POLR2L
SF3A3,POLR2L
SNRPF,POLR2L
TAF4,POLR2L
POLR2G,POLR2L
HNRNPH2,POLR2L
GTF2H2,POLR2L
HNRNPA0,POLR2L
GTF2H3,POLR2L
TAF6,POLR2L
SNRPD2,POLR2L
RNGTT,POLR2L
SRRM1,POLR2L
CPSF3,POLR2L
PRPF6,POLR2L
SNRNP70,POLR2L
AK6,POLR2L
ALYREF,POLR2L
GTF2B,POLR2L
ERCC3,POLR2L
HNRNPL,POLR2L
CPSF1,POLR2L
ENSG00000111987,POLR2L
SNRPA1,POLR2L
GTF2H1,POLR2L
HNRNPC,POLR2L
PAPOLA,POLR2L
SF3B1,POLR2L
TAF5,POLR2L
NFX1,POLR2L
POLR2J3,POLR2L
EFTUD2,POLR2L
CDC40,POLR2L
TAF1,POLR2L
CSTF2,POLR2L
POLR2D,POLR2L
SNRPB,POLR2L
SF3B2,POLR2L
SF3B3,POLR2L
DHX9,POLR2L
CSTF1,POLR2L
HNRNPA2B1,POLR2L
SNRPA,POLR2L
PTBP1,POLR2L
TBP,POLR2L
TCEA1,POLR2L
HNRNPR,SNRPG
POLR2B,SNRPG
POLR2C,SNRPG
YJU2,SNRPG
PRPF40A,SNRPG
SRSF5,SNRPG
SRSF4,SNRPG
HNRNPU,SNRPG
XAB2,SNRPG
CWC22,SNRPG
HNRNPF,SNRPG
SNRNP200,SNRPG
SF3A1,SNRPG
HNRNPA1,SNRPG
HNRNPK,SNRPG
NCBP2,SNRPG
SRSF7,SNRPG
POLR2A,SNRPG
POLR2H,SNRPG
HNRNPM,SNRPG
SF3A2,SNRPG
SNRPB2,SNRPG
DDX23,SNRPG
GTF2F2,SNRPG
POLR2F,SNRPG
HNRNPH1,SNRPG
PRPF31,SNRPG
LSM6,SNRPG
PRPF19,SNRPG
SNRPD3,SNRPG
PRPF4,SNRPG
LUC7L,SNRPG
POLR2J,SNRPG
POLR2I,SNRPG
PCBP1,SNRPG
SNU13,SNRPG
SRSF11,SNRPG
SF3A3,SNRPG
SNRPF,SNRPG
POLR2G,SNRPG
HNRNPH2,SNRPG
LSM5,SNRPG
HNRNPA0,SNRPG
SNRPD2,SNRPG
SRRM1,SNRPG
CPSF3,SNRPG
PRPF6,SNRPG
SNRNP70,SNRPG
HTATSF1,SNRPG
PLRG1,SNRPG
ALYREF,SNRPG
TIA1,SNRPG
HNRNPL,SNRPG
CPSF1,SNRPG
ENSG00000111987,SNRPG
SNRPA1,SNRPG
HNRNPC,SNRPG
INCENP,SNRPG
PAPOLA,SNRPG
PRPF3,SNRPG
SF3B1,SNRPG
PRPF18,SNRPG
NFX1,SNRPG
EFTUD2,SNRPG
LSM7,SNRPG
CDC40,SNRPG
CSTF2,SNRPG
POLR2D,SNRPG
AAR2,SNRPG
SNRPB,SNRPG
SF3B2,SNRPG
SF3B3,SNRPG
DHX9,SNRPG
CSTF1,SNRPG
PRPF8,SNRPG
HNRNPA2B1,SNRPG
SNRPA,SNRPG
SNRPN,SNRPG
PTBP1,SNRPG
POLR2L,SNRPG
HNRNPR,LSM4
PRPF40A,LSM4
XAB2,LSM4
CWC22,LSM4
SNRNP200,LSM4
SF3A1,LSM4
NCBP2,LSM4
SF3A2,LSM4
DDX23,LSM4
PRPF31,LSM4
LSM6,LSM4
PRPF19,LSM4
SNRPD3,LSM4
PRPF4,LSM4
LUC7L,LSM4
SF3A3,LSM4
SNRPF,LSM4
LSM5,LSM4
SNRPD2,LSM4
PRPF6,LSM4
SNRNP70,LSM4
PLRG1,LSM4
TIA1,LSM4
ENSG00000111987,LSM4
SNRPA1,LSM4
INCENP,LSM4
PRPF3,LSM4
SF3B1,LSM4
LSM3,LSM4
PRPF18,LSM4
LSM7,LSM4
DDX46,LSM4
CDC40,LSM4
AAR2,LSM4
SF3B2,LSM4
SF3B3,LSM4
PRPF8,LSM4
SNRPA,LSM4
SNRPG,LSM4
YJU2,DHX8
PRPF40A,DHX8
XAB2,DHX8
CWC22,DHX8
SNRNP200,DHX8
SF3A1,DHX8
NCBP2,DHX8
SF3A2,DHX8
DDX23,DHX8
PRPF31,DHX8
LSM6,DHX8
PRPF19,DHX8
SNRPD3,DHX8
PRPF4,DHX8
LUC7L,DHX8
SF3A3,DHX8
SNRPF,DHX8
LSM5,DHX8
SNRPD2,DHX8
PRPF6,DHX8
SNRNP70,DHX8
PLRG1,DHX8
TIA1,DHX8
ENSG00000111987,DHX8
SNRPA1,DHX8
INCENP,DHX8
PRPF3,DHX8
SF3B1,DHX8
PRPF18,DHX8
LSM7,DHX8
DDX46,DHX8
CDC40,DHX8
AAR2,DHX8
SF3B2,DHX8
SF3B3,DHX8
PRPF8,DHX8
SNRPA,DHX8
SNRPG,DHX8
LSM4,DHX8
TAF12,POLR2E
HNRNPR,POLR2E
POLR2B,POLR2E
MNAT1,POLR2E
POLR2C,POLR2E
SRSF5,POLR2E
SRSF4,POLR2E
HNRNPU,POLR2E
XAB2,POLR2E
HNRNPF,POLR2E
CDK7,POLR2E
SNRNP200,POLR2E
SF3A1,POLR2E
HNRNPA1,POLR2E
HNRNPK,POLR2E
NCBP2,POLR2E
SRSF7,POLR2E
POLR2A,POLR2E
POLR2H,POLR2E
HNRNPM,POLR2E
SF3A2,POLR2E
SNRPB2,POLR2E
DDX23,POLR2E
SUPT5H,POLR2E
GTF2F2,POLR2E
POLR2F,POLR2E
HNRNPH1,POLR2E
CCNH,POLR2E
SSRP1,POLR2E
PRPF19,POLR2E
SNRPD3,POLR2E
PRPF4,POLR2E
TAF7,POLR2E
POLR2J,POLR2E
POLR2I,POLR2E
PCBP1,POLR2E
SNU13,POLR2E
SUPT16H,POLR2E
SRSF11,POLR2E
SF3A3,POLR2E
SNRPF,POLR2E
TAF4,POLR2E
POLR2G,POLR2E
HNRNPH2,POLR2E
GTF2H2,POLR2E
HNRNPA0,POLR2E
GTF2H3,POLR2E
TAF6,POLR2E
SNRPD2,POLR2E
RNGTT,POLR2E
SRRM1,POLR2E
CPSF3,POLR2E
PRPF6,POLR2E
SNRNP70,POLR2E
AK6,POLR2E
ALYREF,POLR2E
GTF2B,POLR2E
ERCC3,POLR2E
HNRNPL,POLR2E
CPSF1,POLR2E
ENSG00000111987,POLR2E
SNRPA1,POLR2E
GTF2H1,POLR2E
HNRNPC,POLR2E
PAPOLA,POLR2E
SF3B1,POLR2E
TAF5,POLR2E
NFX1,POLR2E
POLR2J3,POLR2E
EFTUD2,POLR2E
CDC40,POLR2E
TAF1,POLR2E
CSTF2,POLR2E
POLR2D,POLR2E
SNRPB,POLR2E
SF3B2,POLR2E
SF3B3,POLR2E
DHX9,POLR2E
CSTF1,POLR2E
HNRNPA2B1,POLR2E
SNRPA,POLR2E
PTBP1,POLR2E
TBP,POLR2E
TCEA1,POLR2E
POLR2L,POLR2E
SNRPG,POLR2E
HNRNPR,AL078621.1
YJU2,AL078621.1
PRPF40A,AL078621.1
XAB2,AL078621.1
CWC22,AL078621.1
SNRNP200,AL078621.1
SF3A1,AL078621.1
NCBP2,AL078621.1
SF3A2,AL078621.1
PRPF31,AL078621.1
LSM6,AL078621.1
PRPF19,AL078621.1
SNRPD3,AL078621.1
PRPF4,AL078621.1
LUC7L,AL078621.1
SF3A3,AL078621.1
SNRPF,AL078621.1
LSM5,AL078621.1
SNRPD2,AL078621.1
PRPF6,AL078621.1
SNRNP70,AL078621.1
HTATSF1,AL078621.1
PLRG1,AL078621.1
TIA1,AL078621.1
ENSG00000111987,AL078621.1
SNRPA1,AL078621.1
