Target,gene
NCBP2,GTF2F1
SRSF7,GTF2F1
POLR2A,GTF2F1
POLR2H,GTF2F1
HNRNPM,GTF2F1
SF3A2,GTF2F1
SNRPB2,GTF2F1
DDX23,GTF2F1
SUPT5H,GTF2F1
GTF2F2,GTF2F1
POLR2F,GTF2F1
HNRNPH1,GTF2F1
CCNH,GTF2F1
SSRP1,GTF2F1
SNRPD3,GTF2F1
PRPF4,GTF2F1
TAF7,GTF2F1
POLR2J,GTF2F1
POLR2I,GTF2F1
PCBP1,GTF2F1
SNU13,GTF2F1
SUPT16H,GTF2F1
SRSF11,GTF2F1
SF3A3,GTF2F1
SNRPF,GTF2F1
TAF4,GTF2F1
POLR2G,GTF2F1
HNRNPH2,GTF2F1
GTF2H2,GTF2F1
HNRNPA0,GTF2F1
GTF2H3,GTF2F1
TAF6,GTF2F1
SNRPD2,GTF2F1
RNGTT,GTF2F1
SRRM1,GTF2F1
CPSF3,GTF2F1
PRPF6,GTF2F1
SNRNP70,GTF2F1
AK6,GTF2F1
ALYREF,GTF2F1
GTF2B,GTF2F1
ERCC3,GTF2F1
HNRNPL,GTF2F1
CPSF1,GTF2F1
ENSG00000111987,GTF2F1
SNRPA1,GTF2F1
GTF2H1,GTF2F1
HNRNPC,GTF2F1
PAPOLA,GTF2F1
SF3B1,GTF2F1
TAF5,GTF2F1
NFX1,GTF2F1
EFTUD2,GTF2F1
CDC40,GTF2F1
TAF1,GTF2F1
GTF2H4,GTF2F1
ENSG00000215476,GTF2F1
CSTF2,GTF2F1
POLR2D,GTF2F1
SNRPB,GTF2F1
SF3B2,GTF2F1
SF3B3,GTF2F1
DHX9,GTF2F1
CSTF1,GTF2F1
HNRNPA2B1,GTF2F1
SNRPA,GTF2F1
PTBP1,GTF2F1
TBP,GTF2F1
TCEA1,GTF2F1
POLR2L,GTF2F1
SNRPG,GTF2F1
POLR2E,GTF2F1
SNRPD1,GTF2F1
ERCC2,GTF2F1
SRSF2,GTF2F1
CD2BP2,GTF2F1
SF3B4,GTF2F1
ELOC,GTF2F1
RBM5,GTF2F1
YBX1,GTF2F1
GTF2A2,GTF2F1
AL590763.1,GTF2F1
CPSF7,GTF2F1
SRSF3,GTF2F1
CDK9,GTF2F1
HNRNPUL1,GTF2F1
PABPN1,GTF2F1
POLR2K,GTF2F1
PCF11,GTF2F1
TXNL4A,GTF2F1
SRSF1,GTF2F1
TAF10,GTF2F1
SRSF9,GTF2F1
ELOB,GTF2F1
HNRNPD,GTF2F1
CPSF2,GTF2F1
SF3B5,GTF2F1
NUDT21,GTF2F1
CCAR1,GTF2F1
CASKIN1,GTF2F1
CLP1,GTF2F1
GTF2E2,GTF2F1
TAF13,GTF2F1
FUS,GTF2F1
LSM10,GTF2F1
RNMT,GTF2F1
GTF2A1,GTF2F1
DHX38,GTF2F1
HNRNPA3,GTF2F1
TAF11,GTF2F1
U2AF1,GTF2F1
SMC1A,GTF2F1
TAF12,GTF2E1
POLR2B,GTF2E1
MNAT1,GTF2E1
POLR2C,GTF2E1
GTF2H2C,GTF2E1
CDK7,GTF2E1
POLR2A,GTF2E1
POLR2H,GTF2E1
GTF2F2,GTF2E1
POLR2F,GTF2E1
CCNH,GTF2E1
TAF7,GTF2E1
POLR2J,GTF2E1
POLR2I,GTF2E1
SUPT16H,GTF2E1
TAF4,GTF2E1
POLR2G,GTF2E1
GTF2H2,GTF2E1
GTF2H3,GTF2E1
TAF6,GTF2E1
AK6,GTF2E1
GTF2B,GTF2E1
ERCC3,GTF2E1
GTF2H1,GTF2E1
TAF5,GTF2E1
NFX1,GTF2E1
POLR2J3,GTF2E1
TAF1,GTF2E1
GTF2H4,GTF2E1
ENSG00000215476,GTF2E1
POLR2D,GTF2E1
TBP,GTF2E1
TCEA1,GTF2E1
POLR2L,GTF2E1
POLR2E,GTF2E1
ERCC2,GTF2E1
GTF2A2,GTF2E1
AL590763.1,GTF2E1
TAF2,GTF2E1
TAF7L,GTF2E1
POLR2K,GTF2E1
TAF10,GTF2E1
GTF2E2,GTF2E1
TAF13,GTF2E1
GTF2A1,GTF2E1
TAF11,GTF2E1
GTF2F1,GTF2E1
HNRNPR,U2AF2
POLR2B,U2AF2
POLR2C,U2AF2
PRPF40A,U2AF2
SRSF5,U2AF2
SRSF4,U2AF2
HNRNPU,U2AF2
HNRNPF,U2AF2
SNRNP200,U2AF2
SF3A1,U2AF2
HNRNPA1,U2AF2
HNRNPK,U2AF2
NCBP2,U2AF2
SRSF7,U2AF2
POLR2A,U2AF2
POLR2H,U2AF2
HNRNPM,U2AF2
SF3A2,U2AF2
SNRPB2,U2AF2
DDX23,U2AF2
GTF2F2,U2AF2
POLR2F,U2AF2
HNRNPH1,U2AF2
SNRPD3,U2AF2
PRPF4,U2AF2
POLR2J,U2AF2
POLR2I,U2AF2
PCBP1,U2AF2
SNU13,U2AF2
SRSF11,U2AF2
SF3A3,U2AF2
SNRPF,U2AF2
POLR2G,U2AF2
HNRNPH2,U2AF2
HNRNPA0,U2AF2
SNRPD2,U2AF2
SRRM1,U2AF2
CPSF3,U2AF2
PRPF6,U2AF2
SNRNP70,U2AF2
ALYREF,U2AF2
HNRNPL,U2AF2
CPSF1,U2AF2
ENSG00000111987,U2AF2
SNRPA1,U2AF2
HNRNPC,U2AF2
PAPOLA,U2AF2
PRPF3,U2AF2
SF3B1,U2AF2
NFX1,U2AF2
EFTUD2,U2AF2
CDC40,U2AF2
CSTF2,U2AF2
POLR2D,U2AF2
SNRPB,U2AF2
SF3B2,U2AF2
SF3B3,U2AF2
DHX9,U2AF2
CSTF1,U2AF2
HNRNPA2B1,U2AF2
SNRPA,U2AF2
SNRPN,U2AF2
PTBP1,U2AF2
SREK1,U2AF2
SRPK1,U2AF2
POLR2L,U2AF2
SNRPG,U2AF2
POLR2E,U2AF2
SNRPD1,U2AF2
SRSF2,U2AF2
CD2BP2,U2AF2
SF3B4,U2AF2
RBM5,U2AF2
YBX1,U2AF2
CPSF7,U2AF2
SRSF3,U2AF2
HNRNPUL1,U2AF2
PABPN1,U2AF2
POLR2K,U2AF2
PCF11,U2AF2
TXNL4A,U2AF2
SRSF1,U2AF2
SRSF9,U2AF2
HNRNPD,U2AF2
CPSF2,U2AF2
SF3B5,U2AF2
NUDT21,U2AF2
CCAR1,U2AF2
CASKIN1,U2AF2
CLP1,U2AF2
FUS,U2AF2
APOBEC1,U2AF2
DHX38,U2AF2
HNRNPA3,U2AF2
U2AF1,U2AF2
SMC1A,U2AF2
GTF2F1,U2AF2
TAF12,TAF1B
MNAT1,TAF1B
CDK7,TAF1B
ENSG00000215719,TAF1B
POLR2H,TAF1B
CCNH,TAF1B
ING2,TAF1B
TAF7,TAF1B
TAF9B,TAF1B
TAF4,TAF1B
GTF2H2,TAF1B
GTF2H3,TAF1B
TAF6,TAF1B
AK6,TAF1B
ERCC3,TAF1B
GTF2H1,TAF1B
TAF5,TAF1B
TAF1,TAF1B
BPTF,TAF1B
TTF1,TAF1B
TBP,TAF1B
ERCC2,TAF1B
AL590763.1,TAF1B
TAF2,TAF1B
UBTF,TAF1B
POLR2K,TAF1B
TAF10,TAF1B
TAF13,TAF1B
TAF11,TAF1B
SF3A2,DDX42
SF3B1,DDX42
SF3B3,DDX42
SF3B4,DDX42
SF3B5,DDX42
U2AF2,DDX42
TAF12,ENSG00000206476
POLR2B,ENSG00000206476
MNAT1,ENSG00000206476
POLR2C,ENSG00000206476
GTF2H2C,ENSG00000206476
CDK7,ENSG00000206476
POLR2A,ENSG00000206476
GTF2F2,ENSG00000206476
CCNH,ENSG00000206476
POLR2J,ENSG00000206476
POLR2I,ENSG00000206476
POLR2G,ENSG00000206476
GTF2H2,ENSG00000206476
GTF2H3,ENSG00000206476
TAF6,ENSG00000206476
AK6,ENSG00000206476
GTF2B,ENSG00000206476
ERCC3,ENSG00000206476
GTF2H1,ENSG00000206476
TAF5,ENSG00000206476
POLR2J3,ENSG00000206476
TAF1,ENSG00000206476
POLR2D,ENSG00000206476
TBP,ENSG00000206476
ERCC2,ENSG00000206476
GTF2A2,ENSG00000206476
TAF2,ENSG00000206476
TAF7L,ENSG00000206476
GTF2E2,ENSG00000206476
GTF2A1,ENSG00000206476
GTF2F1,ENSG00000206476
GTF2E1,ENSG00000206476
TAF12,TAF9BP2
ENSG00000215719,TAF9BP2
POLR2A,TAF9BP2
ING2,TAF9BP2
TAF7,TAF9BP2
TAF4,TAF9BP2
TAF6,TAF9BP2
AK6,TAF9BP2
GTF2B,TAF9BP2
TAF5,TAF9BP2
TAF1,TAF9BP2
BPTF,TAF9BP2
TBP,TAF9BP2
AL590763.1,TAF9BP2
TAF2,TAF9BP2
TADA2B,TAF9BP2
TAF10,TAF9BP2
TAF13,TAF9BP2
TAF11,TAF9BP2
TAF1B,TAF9BP2
TAF12,TAF4B
POLR2B,TAF4B
MNAT1,TAF4B
POLR2C,TAF4B
CDK7,TAF4B
ENSG00000215719,TAF4B
POLR2A,TAF4B
POLR2H,TAF4B
GTF2F2,TAF4B
POLR2F,TAF4B
CCNH,TAF4B
ING2,TAF4B
TAF7,TAF4B
POLR2J,TAF4B
POLR2I,TAF4B
TAF9B,TAF4B
TAF4,TAF4B
POLR2G,TAF4B
GTF2H2,TAF4B
GTF2H3,TAF4B
TAF6,TAF4B
AK6,TAF4B
GTF2B,TAF4B
ERCC3,TAF4B
GTF2H1,TAF4B
TAF5,TAF4B
TAF1,TAF4B
POLR2D,TAF4B
BPTF,TAF4B
TBP,TAF4B
POLR2L,TAF4B
POLR2E,TAF4B
ERCC2,TAF4B
GTF2A2,TAF4B
AL590763.1,TAF4B
TAF2,TAF4B
POLR2K,TAF4B
TADA2B,TAF4B
TAF10,TAF4B
GTF2E2,TAF4B
TAF13,TAF4B
GTF2A1,TAF4B
TAF11,TAF4B
GTF2F1,TAF4B
GTF2E1,TAF4B
TAF1B,TAF4B
TAF9BP2,TAF4B
YJU2,RNF113A
XAB2,RNF113A
CWC22,RNF113A
SNRNP200,RNF113A
SF3A1,RNF113A
SF3A2,RNF113A
PRPF19,RNF113A
SNRPD3,RNF113A
SF3A3,RNF113A
SNRPF,RNF113A
SNRPD2,RNF113A
PLRG1,RNF113A
SNRPA1,RNF113A
SF3B1,RNF113A
CDC40,RNF113A
SF3B2,RNF113A
SF3B3,RNF113A
PRPF8,RNF113A
SNRPA,RNF113A
SNRPG,RNF113A
DHX8,RNF113A
AL078621.1,RNF113A
SNRPD1,RNF113A
CRNKL1,RNF113A
BUD13,RNF113A
RBMX2,RNF113A
SLU7,RNF113A
BUD31,RNF113A
ENSG00000108296,RNF113A
RAB43,RNF113A
HNRNPR,NXF1
SRSF5,NXF1
SRSF4,NXF1
HNRNPA1,NXF1
NCBP2,NXF1
SRSF7,NXF1
SNRPD3,NXF1
SRSF11,NXF1
SNRPF,NXF1
SRRM1,NXF1
CPSF3,NXF1
ALYREF,NXF1
CPSF1,NXF1
HNRNPC,NXF1
PAPOLA,NXF1
NFX1,NXF1
CDC40,NXF1
CSTF2,NXF1
SNRPB,NXF1
DHX9,NXF1
CSTF1,NXF1
SNRPG,NXF1
SRSF2,NXF1
CPSF7,NXF1
SRSF3,NXF1
HNRNPUL1,NXF1
PABPN1,NXF1
ELAVL4,NXF1
PCF11,NXF1
SRSF1,NXF1
SRSF9,NXF1
CPSF2,NXF1
NUDT21,NXF1
CASKIN1,NXF1
CLP1,NXF1
LSM10,NXF1
DHX38,NXF1
U2AF1,NXF1
U2AF2,NXF1
TAF12,TAF8
ENSG00000215719,TAF8
ING2,TAF8
TAF7,TAF8
TAF9B,TAF8
TAF4,TAF8
TAF6,TAF8
AK6,TAF8
TAF5,TAF8
TAF1,TAF8
BPTF,TAF8
TBP,TAF8
AL590763.1,TAF8
TAF2,TAF8
TAF10,TAF8
TAF13,TAF8
TAF11,TAF8
TAF1B,TAF8
TAF9BP2,TAF8
TAF4B,TAF8
SRSF4,GEMIN2
SNRPB2,GEMIN2
SNRPD3,GEMIN2
SNRPF,GEMIN2
SNRPD2,GEMIN2
SNRNP70,GEMIN2
GTF2B,GEMIN2
SNRPB,GEMIN2
DHX9,GEMIN2
SNRPA,GEMIN2
SNRPN,GEMIN2
SNRPG,GEMIN2
SNRPD1,GEMIN2
SRSF2,GEMIN2
CLNS1A,GEMIN2
SRSF3,GEMIN2
SNRPE,GEMIN2
SRSF1,GEMIN2
AC124312.1,GEMIN2
U2AF2,GEMIN2
HNRNPR,SF3B6
POLR2B,SF3B6
POLR2C,SF3B6
HNRNPU,SF3B6
HNRNPF,SF3B6
SNRNP200,SF3B6
HNRNPA1,SF3B6
HNRNPK,SF3B6
NCBP2,SF3B6
SRSF7,SF3B6
POLR2A,SF3B6
POLR2H,SF3B6
HNRNPM,SF3B6
SF3A2,SF3B6
DDX23,SF3B6
GTF2F2,SF3B6
POLR2F,SF3B6
HNRNPH1,SF3B6
SNRPD3,SF3B6
POLR2J,SF3B6
POLR2I,SF3B6
PCBP1,SF3B6
SNU13,SF3B6
SNRPF,SF3B6
POLR2G,SF3B6
HNRNPH2,SF3B6
HNRNPA0,SF3B6
SNRPD2,SF3B6
PRPF6,SF3B6
HNRNPL,SF3B6
ENSG00000111987,SF3B6
HNRNPC,SF3B6
SF3B1,SF3B6
EFTUD2,SF3B6
POLR2D,SF3B6
SNRPB,SF3B6
SF3B2,SF3B6
SF3B3,SF3B6
HNRNPA2B1,SF3B6
PTBP1,SF3B6
POLR2L,SF3B6
SNRPG,SF3B6
POLR2E,SF3B6
SNRPD1,SF3B6
SRSF2,SF3B6
SF3B4,SF3B6
POLR2K,SF3B6
TXNL4A,SF3B6
SRSF1,SF3B6
HNRNPD,SF3B6
SF3B5,SF3B6
HNRNPA3,SF3B6
GTF2F1,SF3B6
DDX42,SF3B6
HNRNPR,PCBP2
POLR2B,PCBP2
POLR2C,PCBP2
PRPF40A,PCBP2
SRSF5,PCBP2
SRSF4,PCBP2
HNRNPU,PCBP2
HNRNPF,PCBP2
SNRNP200,PCBP2
SF3A1,PCBP2
HNRNPA1,PCBP2
HNRNPK,PCBP2
NCBP2,PCBP2
SRSF7,PCBP2
POLR2A,PCBP2
POLR2H,PCBP2
HNRNPM,PCBP2
SF3A2,PCBP2
SNRPB2,PCBP2
DDX23,PCBP2
GTF2F2,PCBP2
POLR2F,PCBP2
HNRNPH1,PCBP2
SNRPD3,PCBP2
PRPF4,PCBP2
POLR2J,PCBP2
POLR2I,PCBP2
PCBP1,PCBP2
SNU13,PCBP2
SRSF11,PCBP2
SF3A3,PCBP2
SNRPF,PCBP2
POLR2G,PCBP2
HNRNPH2,PCBP2
HNRNPA0,PCBP2
SNRPD2,PCBP2
SRRM1,PCBP2
CPSF3,PCBP2
PRPF6,PCBP2
SNRNP70,PCBP2
ALYREF,PCBP2
HNRNPL,PCBP2
CPSF1,PCBP2
ENSG00000111987,PCBP2
SNRPA1,PCBP2
HNRNPC,PCBP2
PAPOLA,PCBP2
SF3B1,PCBP2
NFX1,PCBP2
EFTUD2,PCBP2
CDC40,PCBP2
CSTF2,PCBP2
POLR2D,PCBP2
SNRPB,PCBP2
SF3B2,PCBP2
SF3B3,PCBP2
DHX9,PCBP2
CSTF1,PCBP2
HNRNPA2B1,PCBP2
SNRPA,PCBP2
PTBP1,PCBP2
POLR2L,PCBP2
SNRPG,PCBP2
POLR2E,PCBP2
SNRPD1,PCBP2
SRSF2,PCBP2
CD2BP2,PCBP2
SF3B4,PCBP2
RBM5,PCBP2
YBX1,PCBP2
CPSF7,PCBP2
SRSF3,PCBP2
HNRNPUL1,PCBP2
PABPN1,PCBP2
POLR2K,PCBP2
PCF11,PCBP2
TXNL4A,PCBP2
SRSF1,PCBP2
SRSF9,PCBP2
HNRNPD,PCBP2
CPSF2,PCBP2
SF3B5,PCBP2
NUDT21,PCBP2
CCAR1,PCBP2
CASKIN1,PCBP2
CLP1,PCBP2
FUS,PCBP2
DHX38,PCBP2
HNRNPA3,PCBP2
U2AF1,PCBP2
SMC1A,PCBP2
GTF2F1,PCBP2
U2AF2,PCBP2
SF3B6,PCBP2
TAF12,TAF3
ENSG00000215719,TAF3
ING2,TAF3
TAF7,TAF3
TAF9B,TAF3
TAF4,TAF3
TAF6,TAF3
AK6,TAF3
TAF5,TAF3
TAF1,TAF3
BPTF,TAF3
TBP,TAF3
AL590763.1,TAF3
TAF2,TAF3
TAF10,TAF3
TAF13,TAF3
TAF11,TAF3
TAF1B,TAF3
TAF9BP2,TAF3
TAF4B,TAF3
TAF8,TAF3
SNRNP200,MEGF10
POLR2B,ELL
MNAT1,ELL
POLR2C,ELL
HNRNPU,ELL
CDK7,ELL
NCBP2,ELL
POLR2A,ELL
POLR2H,ELL
SUPT5H,ELL
GTF2F2,ELL
POLR2F,ELL
CCNH,ELL
SSRP1,ELL
POLR2J,ELL
POLR2I,ELL
SUPT16H,ELL
POLR2G,ELL
GTF2H2,ELL
GTF2H3,ELL
HTATSF1,ELL
GTF2B,ELL
ERCC3,ELL
GTF2H1,ELL
POLR2D,ELL
TBP,ELL
TCEA1,ELL
POLR2L,ELL
POLR2E,ELL
ERCC2,ELL
ELOC,ELL
CDK9,ELL
POLR2K,ELL
ELOB,ELL
GTF2F1,ELL
POLR2B,NELFCD
MNAT1,NELFCD
POLR2C,NELFCD
CDK7,NELFCD
NCBP2,NELFCD
POLR2A,NELFCD
POLR2H,NELFCD
SUPT5H,NELFCD
GTF2F2,NELFCD
POLR2F,NELFCD
CCNH,NELFCD
SSRP1,NELFCD
POLR2J,NELFCD
POLR2I,NELFCD
SUPT16H,NELFCD
POLR2G,NELFCD
GTF2H2,NELFCD
GTF2H3,NELFCD
ERCC3,NELFCD
GTF2H1,NELFCD
POLR2D,NELFCD
TCEA1,NELFCD
POLR2L,NELFCD
POLR2E,NELFCD
ERCC2,NELFCD
ELOC,NELFCD
CDK9,NELFCD
POLR2K,NELFCD
ELOB,NELFCD
GTF2F1,NELFCD
ELL,NELFCD
HNRNPR,PHF5A
POLR2B,PHF5A
POLR2C,PHF5A
PRPF40A,PHF5A
SRSF5,PHF5A
SRSF4,PHF5A
HNRNPU,PHF5A
XAB2,PHF5A
HNRNPF,PHF5A
SNRNP200,PHF5A
SF3A1,PHF5A
HNRNPA1,PHF5A
HNRNPK,PHF5A
NCBP2,PHF5A
SRSF7,PHF5A
POLR2A,PHF5A
POLR2H,PHF5A
HNRNPM,PHF5A
SF3A2,PHF5A
SNRPB2,PHF5A
DDX23,PHF5A
GTF2F2,PHF5A
POLR2F,PHF5A
HNRNPH1,PHF5A
PRPF31,PHF5A
SNRPD3,PHF5A
PRPF4,PHF5A
LUC7L,PHF5A
POLR2J,PHF5A
POLR2I,PHF5A
PCBP1,PHF5A
SNU13,PHF5A
SRSF11,PHF5A
SF3A3,PHF5A
SNRPF,PHF5A
POLR2G,PHF5A
HNRNPH2,PHF5A
HNRNPA0,PHF5A
SNRPD2,PHF5A
SRRM1,PHF5A
CPSF3,PHF5A
PRPF6,PHF5A
SNRNP70,PHF5A
ALYREF,PHF5A
TIA1,PHF5A
HNRNPL,PHF5A
CPSF1,PHF5A
ENSG00000111987,PHF5A
SNRPA1,PHF5A
HNRNPC,PHF5A
PAPOLA,PHF5A
SF3B1,PHF5A
NFX1,PHF5A
EFTUD2,PHF5A
CDC40,PHF5A
CSTF2,PHF5A
POLR2D,PHF5A
AAR2,PHF5A
SNRPB,PHF5A
SF3B2,PHF5A
SF3B3,PHF5A
DHX9,PHF5A
CSTF1,PHF5A
PRPF8,PHF5A
HNRNPA2B1,PHF5A
SNRPA,PHF5A
PTBP1,PHF5A
POLR2L,PHF5A
SNRPG,PHF5A
POLR2E,PHF5A
AL078621.1,PHF5A
SNRPD1,PHF5A
SRSF2,PHF5A
CD2BP2,PHF5A
SF3B4,PHF5A
CRNKL1,PHF5A
TIAL1,PHF5A
BUD13,PHF5A
RBM5,PHF5A
YBX1,PHF5A
CPSF7,PHF5A
SRSF3,PHF5A
HNRNPUL1,PHF5A
PABPN1,PHF5A
POLR2K,PHF5A
TFIP11,PHF5A
RBMX2,PHF5A
PCF11,PHF5A
TXNL4A,PHF5A
SRSF1,PHF5A
SRSF9,PHF5A
PCID2,PHF5A
HNRNPD,PHF5A
CPSF2,PHF5A
SF3B5,PHF5A
NUDT21,PHF5A
CCAR1,PHF5A
CASKIN1,PHF5A
CLP1,PHF5A
BUD31,PHF5A
FUS,PHF5A
ZMAT2,PHF5A
DHX38,PHF5A
HNRNPA3,PHF5A
U2AF1,PHF5A
SMC1A,PHF5A
GTF2F1,PHF5A
U2AF2,PHF5A
DDX42,PHF5A
SF3B6,PHF5A
PCBP2,PHF5A
HNRNPR,RBMX
POLR2B,RBMX
POLR2C,RBMX
SRSF5,RBMX
SRSF4,RBMX
HNRNPU,RBMX
HNRNPF,RBMX
SNRNP200,RBMX
SF3A1,RBMX
HNRNPA1,RBMX
HNRNPK,RBMX
NCBP2,RBMX
SRSF7,RBMX
POLR2A,RBMX
POLR2H,RBMX
HNRNPM,RBMX
SF3A2,RBMX
SNRPB2,RBMX
DDX23,RBMX
GTF2F2,RBMX
POLR2F,RBMX
HNRNPH1,RBMX
SNRPD3,RBMX
PRPF4,RBMX
POLR2J,RBMX
POLR2I,RBMX
PCBP1,RBMX
SNU13,RBMX
SRSF11,RBMX
SF3A3,RBMX
SNRPF,RBMX
POLR2G,RBMX
HNRNPH2,RBMX
HNRNPA0,RBMX
SNRPD2,RBMX
SRRM1,RBMX
CPSF3,RBMX
PRPF6,RBMX
SNRNP70,RBMX
ALYREF,RBMX
HNRNPL,RBMX
CPSF1,RBMX
ENSG00000111987,RBMX
SNRPA1,RBMX
HNRNPC,RBMX
PAPOLA,RBMX
SF3B1,RBMX
NFX1,RBMX
EFTUD2,RBMX
CDC40,RBMX
CSTF2,RBMX
POLR2D,RBMX
SNRPB,RBMX
SF3B2,RBMX
SF3B3,RBMX
DHX9,RBMX
CSTF1,RBMX
HNRNPA2B1,RBMX
SNRPA,RBMX
PTBP1,RBMX
SREK1,RBMX
POLR2L,RBMX
SNRPG,RBMX
POLR2E,RBMX
SNRPD1,RBMX
SRSF2,RBMX
CD2BP2,RBMX
SF3B4,RBMX
RBM5,RBMX
YBX1,RBMX
CPSF7,RBMX
SRSF3,RBMX
HNRNPUL1,RBMX
PABPN1,RBMX
POLR2K,RBMX
PCF11,RBMX
TXNL4A,RBMX
SRSF1,RBMX
SRSF9,RBMX
HNRNPD,RBMX
CPSF2,RBMX
SF3B5,RBMX
NUDT21,RBMX
CCAR1,RBMX
CASKIN1,RBMX
CLP1,RBMX
FUS,RBMX
DHX38,RBMX
HNRNPA3,RBMX
U2AF1,RBMX
SMC1A,RBMX
GTF2F1,RBMX
U2AF2,RBMX
SF3B6,RBMX
PCBP2,RBMX
PHF5A,RBMX
SNRPD3,GEMIN6
SNRPF,GEMIN6
SNRPD2,GEMIN6
SNRPB,GEMIN6
SNRPA,GEMIN6
SNRPN,GEMIN6
SNRPG,GEMIN6
SNRPD1,GEMIN6
SNRPE,GEMIN6
AC124312.1,GEMIN6
GEMIN2,GEMIN6
SNRPD3,GEMIN7
SNRPF,GEMIN7
SNRPD2,GEMIN7
SNRPB,GEMIN7
SNRPA,GEMIN7
SNRPN,GEMIN7
SNRPG,GEMIN7
SNRPD1,GEMIN7
SNRPE,GEMIN7
AC124312.1,GEMIN7
GEMIN2,GEMIN7
GEMIN6,GEMIN7
TFIP11,GPATCH4
TAF12,UHRF2
ENSG00000215719,UHRF2
ING2,UHRF2
TAF7,UHRF2
TAF9B,UHRF2
TAF4,UHRF2
TAF6,UHRF2
AK6,UHRF2
TAF5,UHRF2
TAF1,UHRF2
BPTF,UHRF2
TBP,UHRF2
AL590763.1,UHRF2
TAF2,UHRF2
TAF10,UHRF2
TAF13,UHRF2
TAF11,UHRF2
TAF1B,UHRF2
TAF9BP2,UHRF2
TAF4B,UHRF2
TAF8,UHRF2
TAF3,UHRF2
TAF12,RRN3
MNAT1,RRN3
CDK7,RRN3
POLR2H,RRN3
CCNH,RRN3
GTF2H2,RRN3
GTF2H3,RRN3
ERCC3,RRN3
GTF2H1,RRN3
LSM4,RRN3
ERCC2,RRN3
UBTF,RRN3
POLR2K,RRN3
TAF1B,RRN3
YJU2,ADAT2
PRPF40A,ADAT2
SNRNP200,ADAT2
PRPF31,ADAT2
SNRPD3,ADAT2
LUC7L,ADAT2
SNRPF,ADAT2
SNRPD2,ADAT2
PRPF6,ADAT2
SNRNP70,ADAT2
TIA1,ADAT2
PRPF3,ADAT2
AAR2,ADAT2
PRPF8,ADAT2
SNRPG,ADAT2
SNRPD1,ADAT2
TIAL1,ADAT2
SNRPE,ADAT2
ENSG00000182367,ADAT2
SNRNP70,ZRANB2
SREK1,ZRANB2
SRSF2,ZRANB2
U2AF1,ZRANB2
GTF2H2C,DDX19B
GTF2H2,DDX19B
RNGTT,DDX19B
GTF2H1,DDX19B
GTF2H4,DDX19B
ENSG00000215476,DDX19B
ERCC2,DDX19B
ENSG00000206476,DDX19B
NXF1,DDX19B
HNRNPR,NCBP1
POLR2B,NCBP1
MNAT1,NCBP1
POLR2C,NCBP1
SRSF5,NCBP1
SRSF4,NCBP1
HNRNPU,NCBP1
HNRNPF,NCBP1
CDK7,NCBP1
SNRNP200,NCBP1
SF3A1,NCBP1
HNRNPA1,NCBP1
HNRNPK,NCBP1
NCBP2,NCBP1
SRSF7,NCBP1
POLR2A,NCBP1
POLR2H,NCBP1
HNRNPM,NCBP1
SF3A2,NCBP1
SNRPB2,NCBP1
DDX23,NCBP1
SUPT5H,NCBP1
GTF2F2,NCBP1
POLR2F,NCBP1
HNRNPH1,NCBP1
CCNH,NCBP1
SSRP1,NCBP1
SNRPD3,NCBP1
PRPF4,NCBP1
POLR2J,NCBP1
POLR2I,NCBP1
PCBP1,NCBP1
SNU13,NCBP1
SUPT16H,NCBP1
SRSF11,NCBP1
SF3A3,NCBP1
SNRPF,NCBP1
POLR2G,NCBP1
HNRNPH2,NCBP1
GTF2H2,NCBP1
HNRNPA0,NCBP1
GTF2H3,NCBP1
SNRPD2,NCBP1
RNGTT,NCBP1
SRRM1,NCBP1
CPSF3,NCBP1
PRPF6,NCBP1
SNRNP70,NCBP1
ALYREF,NCBP1
ERCC3,NCBP1
HNRNPL,NCBP1
CPSF1,NCBP1
ENSG00000111987,NCBP1
SNRPA1,NCBP1
GTF2H1,NCBP1
HNRNPC,NCBP1
PAPOLA,NCBP1
SF3B1,NCBP1
NFX1,NCBP1
EFTUD2,NCBP1
CDC40,NCBP1
CSTF2,NCBP1
POLR2D,NCBP1
SNRPB,NCBP1
SF3B2,NCBP1
SF3B3,NCBP1
DHX9,NCBP1
CSTF1,NCBP1
HNRNPA2B1,NCBP1
SNRPA,NCBP1
PTBP1,NCBP1
TCEA1,NCBP1
POLR2L,NCBP1
SNRPG,NCBP1
POLR2E,NCBP1
SNRPD1,NCBP1
ERCC2,NCBP1
SRSF2,NCBP1
CD2BP2,NCBP1
SF3B4,NCBP1
ELOC,NCBP1
RBM5,NCBP1
YBX1,NCBP1
CPSF7,NCBP1
SRSF3,NCBP1
CDK9,NCBP1
HNRNPUL1,NCBP1
PABPN1,NCBP1
POLR2K,NCBP1
PCF11,NCBP1
TXNL4A,NCBP1
SRSF1,NCBP1
SRSF9,NCBP1
ELOB,NCBP1
HNRNPD,NCBP1
CPSF2,NCBP1
SF3B5,NCBP1
NUDT21,NCBP1
CCAR1,NCBP1
CASKIN1,NCBP1
CLP1,NCBP1
FUS,NCBP1
LSM10,NCBP1
RNMT,NCBP1
APOBEC1,NCBP1
DHX38,NCBP1
HNRNPA3,NCBP1
U2AF1,NCBP1
SMC1A,NCBP1
GTF2F1,NCBP1
U2AF2,NCBP1
NXF1,NCBP1
